NCBITaxon_108151 | unidentified eubacterium clone BSV03
NCBITaxon_144627 | uncultured Chlamydiales CRG47
NCBITaxon_144628 | uncultured Chlamydiales CRG48
NCBITaxon_144629 | uncultured Chlamydiales CRG49
NCBITaxon_144630 | uncultured Chlamydiales CRG50
NCBITaxon_144631 | uncultured Chlamydiales CRG51
NCBITaxon_144632 | uncultured Chlamydiales CRG52
NCBITaxon_144633 | uncultured Chlamydiales CRG53
NCBITaxon_144634 | uncultured Chlamydiales CRG54
NCBITaxon_144635 | uncultured Chlamydiales CRG55
NCBITaxon_144636 | uncultured Chlamydiales CRG56
NCBITaxon_144637 | uncultured Chlamydiales CRG57
NCBITaxon_144638 | uncultured Chlamydiales CRG58
NCBITaxon_144639 | uncultured Chlamydiales CRG59
NCBITaxon_144640 | uncultured Chlamydiales CRG60
NCBITaxon_144641 | uncultured Chlamydiales CRG61
NCBITaxon_144642 | uncultured Chlamydiales CRG62
NCBITaxon_144643 | uncultured Chlamydiales CRG63
NCBITaxon_144644 | uncultured Chlamydiales CRG64
NCBITaxon_144645 | uncultured Chlamydiales CRG65
NCBITaxon_144646 | uncultured Chlamydiales CRG66
NCBITaxon_144647 | uncultured Chlamydiales CRG67
NCBITaxon_144648 | uncultured Chlamydiales CRG68
NCBITaxon_144649 | uncultured Chlamydiales CRG69
NCBITaxon_144650 | uncultured Chlamydiales CRG70
NCBITaxon_144651 | uncultured Chlamydiales CRG71
NCBITaxon_144652 | uncultured Chlamydiales CRG72
NCBITaxon_144653 | uncultured Chlamydiales CRG73
NCBITaxon_144654 | uncultured Chlamydiales CRG74
NCBITaxon_144655 | uncultured Chlamydiales CRG75
NCBITaxon_144656 | uncultured Chlamydiales CRG76
NCBITaxon_144657 | uncultured Chlamydiales CRG77
NCBITaxon_144658 | uncultured Chlamydiales CRG78
NCBITaxon_144659 | uncultured Chlamydiales CRG79
NCBITaxon_144660 | uncultured Chlamydiales CRG80
NCBITaxon_144661 | uncultured Chlamydiales CRG81
NCBITaxon_144662 | uncultured Chlamydiales CRG82
NCBITaxon_144663 | uncultured Chlamydiales CRG83
NCBITaxon_144664 | uncultured Chlamydiales CRG84
NCBITaxon_144665 | uncultured Chlamydiales CRG85
NCBITaxon_144666 | uncultured Chlamydiales CRG86
NCBITaxon_144667 | uncultured Chlamydiales CRG87
NCBITaxon_144668 | uncultured Chlamydiales CRG88
NCBITaxon_144669 | uncultured Chlamydiales CRG89
NCBITaxon_144670 | uncultured Chlamydiales CRG90
NCBITaxon_144671 | uncultured Chlamydiales CRG91
NCBITaxon_144672 | uncultured Chlamydiales CRG92
NCBITaxon_144673 | uncultured Chlamydiales CRG93
NCBITaxon_144674 | uncultured Chlamydiales CRG94
NCBITaxon_144675 | uncultured Chlamydiales CRG95
NCBITaxon_144676 | uncultured Chlamydiales CRG96
NCBITaxon_144677 | uncultured Chlamydiales CRG97
NCBITaxon_144678 | uncultured Chlamydiales CRG98
NCBITaxon_227484 | uncultured clinical Chlamydiales bacterium
NCBITaxon_88250 | uncultured Chlamydiales CRG1
NCBITaxon_88251 | uncultured Chlamydiales CRG2
NCBITaxon_88252 | uncultured Chlamydiales CRG3
NCBITaxon_88253 | uncultured Chlamydiales CRG4
NCBITaxon_88254 | uncultured Chlamydiales CRG5
NCBITaxon_88255 | uncultured Chlamydiales CRG6
NCBITaxon_88256 | uncultured Chlamydiales CRG7
NCBITaxon_88257 | uncultured Chlamydiales CRG8
NCBITaxon_88258 | uncultured Chlamydiales CRG9
NCBITaxon_88259 | uncultured Chlamydiales CRG10
NCBITaxon_88260 | uncultured Chlamydiales CRG11
NCBITaxon_88261 | uncultured Chlamydiales CRG12
NCBITaxon_88262 | uncultured Chlamydiales CRG13
NCBITaxon_88263 | uncultured Chlamydiales CRG14
NCBITaxon_88264 | uncultured Chlamydiales CRG15
NCBITaxon_88265 | uncultured Chlamydiales CRG16
NCBITaxon_88266 | uncultured Chlamydiales CRG17
NCBITaxon_100233 | uncultured Planctomycetaceae bacterium
NCBITaxon_1136718 | Planctomycetaceae bacterium enrichment culture clone CTBE CDB1001D11
NCBITaxon_127773 | uncultured Planctomyces kpj342f
NCBITaxon_147198 | uncultured Pietermaritzburg bacterium Y14-6
NCBITaxon_1935954 | uncultured Isosphaeraceae bacterium
NCBITaxon_1914239 | uncultured Gemmataceae bacterium
NCBITaxon_2706754 | uncultured Pirellulaceae bacterium
NCBITaxon_2691553 | uncultured Thermoguttaceae bacterium
NCBITaxon_1735459 | uncultured candidatus Brocadiaceae bacterium
NCBITaxon_904980 | uncultured Phycisphaeraceae bacterium
NCBITaxon_133699 | uncultured eubacterium WD283
NCBITaxon_133701 | uncultured eubacterium WD2101
NCBITaxon_2876887 | uncultured Tepidisphaeraceae bacterium
NCBITaxon_1126525 | Leptotrichia sp. oral clone 19-33
NCBITaxon_1126572 | Leptotrichia sp. oral clone 25-46
NCBITaxon_135059 | Leptotrichia sp. oral clone DA069
NCBITaxon_135060 | Leptotrichia sp. oral clone F138
NCBITaxon_139042 | Leptotrichia sp. oral clone BU064
NCBITaxon_159271 | uncultured Leptotrichia sp.
NCBITaxon_163526 | Leptotrichia sp. oral clone FB074
NCBITaxon_163556 | Leptotrichia sp. oral clone EI013
NCBITaxon_163557 | Leptotrichia sp. oral clone EI022
NCBITaxon_163581 | Leptotrichia sp. oral clone DR011
NCBITaxon_175642 | Leptotrichia sp. oral clone FP036
NCBITaxon_207542 | Leptotrichia sp. oral clone EX103
NCBITaxon_224760 | Leptotrichia sp. oral clone P2PB_51 P1
NCBITaxon_242639 | Leptotrichia sp. oral clone IK040
NCBITaxon_242673 | Leptotrichia sp. oral clone GT018
NCBITaxon_242674 | Leptotrichia sp. oral clone GT020
NCBITaxon_242675 | Leptotrichia sp. oral clone HE012
NCBITaxon_248714 | Leptotrichia sp. oral clone BP1-13
NCBITaxon_248715 | Leptotrichia sp. oral clone BP2-21
NCBITaxon_248716 | Leptotrichia sp. oral clone BP2-24
NCBITaxon_248717 | Leptotrichia sp. oral clone BP2-51
NCBITaxon_248718 | Leptotrichia sp. oral clone BP2-70
NCBITaxon_248719 | Leptotrichia sp. oral clone BP2-81
NCBITaxon_248720 | Leptotrichia sp. oral clone BP2-89
NCBITaxon_248721 | Leptotrichia sp. oral clone BP2-91
NCBITaxon_334581 | Leptotrichia sp. oral clone HE052
NCBITaxon_701145 | Leptotrichia sp. oral clone 8-43
NCBITaxon_1095919 | uncultured Sebaldella sp.
NCBITaxon_316096 | uncultured Streptobacillus sp.
NCBITaxon_278067 | uncultured Sneathia sp.
NCBITaxon_1126523 | Fusobacterium sp. oral clone 19-23
NCBITaxon_127784 | uncultured Fusobacterium kps68f
NCBITaxon_129661 | uncultured Fusobacterium FS1
NCBITaxon_135053 | Fusobacterium sp. oral clone AJ050
NCBITaxon_135054 | Fusobacterium sp. oral clone CY024
NCBITaxon_135055 | Fusobacterium sp. oral clone CZ006
NCBITaxon_135056 | Fusobacterium sp. oral clone I035
NCBITaxon_135057 | Fusobacterium sp. oral clone R002
NCBITaxon_159267 | uncultured Fusobacterium sp.
NCBITaxon_163572 | Fusobacterium sp. oral clone EU021
NCBITaxon_175641 | Fusobacterium sp. oral clone BS011
NCBITaxon_207543 | Fusobacterium sp. oral clone EX123
NCBITaxon_207544 | Fusobacterium sp. oral clone EX162
NCBITaxon_248600 | Fusobacterium sp. oral clone BP1-7
NCBITaxon_248601 | Fusobacterium sp. oral clone BP1-9
NCBITaxon_248602 | Fusobacterium sp. oral clone BP1-40
NCBITaxon_248603 | Fusobacterium sp. oral clone BP1-70
NCBITaxon_248604 | Fusobacterium sp. oral clone BP2-1
NCBITaxon_248605 | Fusobacterium sp. oral clone BP2-18
NCBITaxon_248606 | Fusobacterium sp. oral clone BP2-65
NCBITaxon_248725 | Fusobacterium sp. oral clone BP2-79
NCBITaxon_248726 | Fusobacterium sp. oral clone BP2-86
NCBITaxon_325818 | Fusobacterium sp. oral clone ASCF06
NCBITaxon_325819 | Fusobacterium sp. oral clone ASCF11
NCBITaxon_866658 | Fusobacterium sp. enrichment culture DGGE band 49
NCBITaxon_866659 | Fusobacterium sp. enrichment culture DGGE band 51
NCBITaxon_866660 | Fusobacterium sp. enrichment culture DGGE band 8
NCBITaxon_866661 | Fusobacterium sp. enrichment culture DGGE band 9
NCBITaxon_544433 | uncultured Ilyobacter sp.
NCBITaxon_527638 | uncultured Cetobacterium sp.
NCBITaxon_758736 | uncultured Psychrilyobacter sp.
NCBITaxon_259317 | uncultured Propionigenium sp.
NCBITaxon_1553905 | uncultured Oligoflexus sp.
NCBITaxon_2017762 | uncultured Spirobacillus sp.
NCBITaxon_2024978 | uncultured Silvanigrella sp.
NCBITaxon_346638 | uncultured Bacteriovorax sp.
NCBITaxon_362445 | uncultured Peredibacter sp.
NCBITaxon_1652137 | uncultured Halobacteriovorax sp.
NCBITaxon_163518 | Bdellovibrio sp. oral clone CA006
NCBITaxon_239744 | uncultured Bdellovibrio sp.
NCBITaxon_362447 | uncultured Micavibrio sp.
NCBITaxon_1552963 | uncultured Blastocatella sp.
NCBITaxon_1562570 | uncultured Aridibacter sp.
NCBITaxon_1748770 | uncultured Stenotrophobacter sp.
NCBITaxon_1748766 | uncultured Tellurimicrobium sp.
NCBITaxon_1562568 | uncultured Pyrinomonas sp.
NCBITaxon_2048914 | uncultured Brevitalea sp.
NCBITaxon_1552967 | uncultured Thermoanaerobaculum sp.
NCBITaxon_2790950 | uncultured Vicinamibacter sp.
NCBITaxon_2004799 | uncultured Luteitalea sp.
NCBITaxon_1401345 | uncultured Acidipila sp.
NCBITaxon_1401347 | uncultured Telmatobacter sp.
NCBITaxon_1661951 | uncultured Acidicapsa sp.
NCBITaxon_1401343 | uncultured Bryocella sp.
NCBITaxon_626101 | uncultured Terriglobus sp.
NCBITaxon_114706 | uncultured Acidobacterium sp.
NCBITaxon_115380 | uncultured Acidobacterium UA1
NCBITaxon_115381 | uncultured Acidobacterium UA2
NCBITaxon_115382 | uncultured Acidobacterium UA3
NCBITaxon_1380837 | Acidobacterium sp. enrichment culture clone PDB-4s
NCBITaxon_1241325 | uncultured Granulicella sp.
NCBITaxon_492480 | uncultured Edaphobacter sp.
NCBITaxon_1775470 | uncultured Silvibacterium sp.
NCBITaxon_705306 | uncultured Candidatus Koribacter sp.
NCBITaxon_1339147 | uncultured Bryobacter sp.
NCBITaxon_1765020 | uncultured Paludibaculum sp.
NCBITaxon_708629 | uncultured Candidatus Solibacter sp.
NCBITaxon_1854484 | uncultured Acanthopleuribacter sp.
NCBITaxon_163522 | Holophaga sp. oral clone CA002
NCBITaxon_188475 | uncultured Holophaga sp.
NCBITaxon_89283 | uncultured bacterium SY3-4
NCBITaxon_89288 | uncultured bacterium SY3-41
NCBITaxon_1250312 | Geothrix sp. enrichment culture clone AP-FeEnrich1
NCBITaxon_1756330 | Geothrix sp. enrichment culture
NCBITaxon_207611 | uncultured Geothrix sp.
NCBITaxon_69841 | uncultured Geothrix gel band DL970
NCBITaxon_90981 | uncultured bacterium Gthrx-84
NCBITaxon_163260 | uncultured Thermodesulfobacterium sp.
NCBITaxon_1670445 | uncultured Thermosulfurimonas sp.
NCBITaxon_984708 | uncultured Caldimicrobium sp.
NCBITaxon_310062 | uncultured Geothermobacterium sp.
NCBITaxon_543096 | uncultured Thermodesulfatator sp.
NCBITaxon_1339153 | uncultured Desulfovermiculus sp.
NCBITaxon_994914 | uncultured Desulfohalobium sp.
NCBITaxon_293174 | uncultured Desulfonatronum sp.
NCBITaxon_1027906 | Desulfovibrio sp. enrichment culture clone 64
NCBITaxon_1027907 | Desulfovibrio sp. enrichment culture clone 83
NCBITaxon_1028166 | Desulfovibrio sp. enrichment culture clone 2
NCBITaxon_1136289 | Desulfovibrio sp. enrichment culture clone SB-20
NCBITaxon_1141834 | Desulfovibrio sp. enrichment culture clone 06-1235251-126
NCBITaxon_1141835 | Desulfovibrio sp. enrichment culture clone 06-1235251-36
NCBITaxon_1141836 | Desulfovibrio sp. enrichment culture clone 06-1235251-87
NCBITaxon_1161277 | Desulfovibrio sp. enrichment culture clone M10C10
NCBITaxon_1161278 | Desulfovibrio sp. enrichment culture clone M10C11
NCBITaxon_1161279 | Desulfovibrio sp. enrichment culture clone M10C4
NCBITaxon_1161280 | Desulfovibrio sp. enrichment culture clone M10C5
NCBITaxon_1161281 | Desulfovibrio sp. enrichment culture clone M10C6
NCBITaxon_1161282 | Desulfovibrio sp. enrichment culture clone M10C9
NCBITaxon_1161283 | Desulfovibrio sp. enrichment culture clone M2C7
NCBITaxon_1188781 | Desulfovibrio sp. enrichment culture clone KWE30-47
NCBITaxon_1196721 | Desulfovibrio sp. enrichment culture clone MGLB2-30
NCBITaxon_1220848 | Desulfovibrio sp. enrichment culture clone H12_1_13
NCBITaxon_1220849 | Desulfovibrio sp. enrichment culture clone H12_1_28
NCBITaxon_1220850 | Desulfovibrio sp. enrichment culture clone H12_1_31
NCBITaxon_1220851 | Desulfovibrio sp. enrichment culture clone H12_2_67
NCBITaxon_1220852 | Desulfovibrio sp. enrichment culture clone L11_1_2
NCBITaxon_1220853 | Desulfovibrio sp. enrichment culture clone L11_1_26
NCBITaxon_1220854 | Desulfovibrio sp. enrichment culture clone L11_1_33
NCBITaxon_1220855 | Desulfovibrio sp. enrichment culture clone L11_2_55
NCBITaxon_1220856 | Desulfovibrio sp. enrichment culture clone L11_2_56
NCBITaxon_1220857 | Desulfovibrio sp. enrichment culture clone L11_2_66
NCBITaxon_1250307 | Desulfovibrio sp. enrichment culture clone AP-FeEnrich14
NCBITaxon_1250308 | Desulfovibrio sp. enrichment culture clone AP-FeEnrich15
NCBITaxon_1250309 | Desulfovibrio sp. enrichment culture clone AP-FeEnrich16
NCBITaxon_134223 | Desulfovibrio sp. oral clone BB161
NCBITaxon_142866 | uncultured marine anaerobic bacterium 90d4
NCBITaxon_142867 | uncultured marine anaerobic bacterium 90dCB13
NCBITaxon_1489997 | Desulfovibrio sp. enrichment culture clone AD_fhs_31
NCBITaxon_1544472 | Desulfovibrio sp. enrichment culture clone CIBANICRA-SRB21
NCBITaxon_1544473 | Desulfovibrio sp. enrichment culture clone CIBANICRA-SRB22
NCBITaxon_1544474 | Desulfovibrio sp. enrichment culture clone CIBANICRA-SRB23
NCBITaxon_1544475 | Desulfovibrio sp. enrichment culture clone CIBANICRA-SRB24
NCBITaxon_1544476 | Desulfovibrio sp. enrichment culture clone CIBANICRA-SRB26
NCBITaxon_1544477 | Desulfovibrio sp. enrichment culture clone CIBANICRA-SRB27
NCBITaxon_1544478 | Desulfovibrio sp. enrichment culture clone CIBANICRA-SRB30
NCBITaxon_1544479 | Desulfovibrio sp. enrichment culture clone CIBANICRA-SRB31
NCBITaxon_1544480 | Desulfovibrio sp. enrichment culture clone CIBANICRA-SRB32
NCBITaxon_1544481 | Desulfovibrio sp. enrichment culture clone CIBANICRA-SRB34
NCBITaxon_1544482 | Desulfovibrio sp. enrichment culture clone CIBANICRA-SRB35
NCBITaxon_1544483 | Desulfovibrio sp. enrichment culture clone CIBANICRA-SRB36
NCBITaxon_1544484 | Desulfovibrio sp. enrichment culture clone CIBANICRA-SRB40
NCBITaxon_1607796 | Desulfovibrio sp. enrichment culture
NCBITaxon_167968 | uncultured Desulfovibrio sp.
NCBITaxon_399216 | Desulfovibrio sp. enrichment clone BenSRB1
NCBITaxon_399217 | Desulfovibrio sp. enrichment clone BenSRB2
NCBITaxon_399218 | Desulfovibrio sp. enrichment clone BenSRB3
NCBITaxon_399219 | Desulfovibrio sp. enrichment clone BenSRB4
NCBITaxon_399220 | Desulfovibrio sp. enrichment clone BenSRB5
NCBITaxon_399221 | Desulfovibrio sp. enrichment clone BenSRB6
NCBITaxon_399222 | Desulfovibrio sp. enrichment clone BenSRB7
NCBITaxon_497628 | Desulfovibrio sp. enrichment culture clone C6
NCBITaxon_497629 | Desulfovibrio sp. enrichment culture clone F11
NCBITaxon_497630 | Desulfovibrio sp. enrichment culture clone G7
NCBITaxon_557538 | Desulfovibrio sp. enrichment culture clone NKiSA2
NCBITaxon_557539 | Desulfovibrio sp. enrichment culture clone NKiSL1
NCBITaxon_557540 | Desulfovibrio sp. enrichment culture clone NkiSA1
NCBITaxon_578165 | Desulfovibrio sp. enrichment culture clone LY1
NCBITaxon_655990 | Desulfovibrio sp. enrichment culture clone MBfR_AsRed_1
NCBITaxon_672276 | Desulfovibrio sp. enrichment culture clone 4.17d Bac band 1
NCBITaxon_672277 | Desulfovibrio sp. enrichment culture clone 4.17d Bac band 2
NCBITaxon_675903 | Desulfovibrio sp. enrichment culture clone Ecwsrb004
NCBITaxon_675904 | Desulfovibrio sp. enrichment culture clone Ecwsrb005
NCBITaxon_675905 | Desulfovibrio sp. enrichment culture clone Ecwsrb006
NCBITaxon_675906 | Desulfovibrio sp. enrichment culture clone Ecwsrb009
NCBITaxon_675907 | Desulfovibrio sp. enrichment culture clone Ecwsrb010
NCBITaxon_675908 | Desulfovibrio sp. enrichment culture clone Ecwsrb011
NCBITaxon_675909 | Desulfovibrio sp. enrichment culture clone Ecwsrb013
NCBITaxon_675910 | Desulfovibrio sp. enrichment culture clone Ecwsrb014
NCBITaxon_675911 | Desulfovibrio sp. enrichment culture clone Ecwsrb015
NCBITaxon_675912 | Desulfovibrio sp. enrichment culture clone Ecwsrb018
NCBITaxon_675913 | Desulfovibrio sp. enrichment culture clone Ecwsrb021
NCBITaxon_675914 | Desulfovibrio sp. enrichment culture clone Ecwsrb030
NCBITaxon_675915 | Desulfovibrio sp. enrichment culture clone Ecwsrb032
NCBITaxon_675916 | Desulfovibrio sp. enrichment culture clone Jdgsrb001
NCBITaxon_675917 | Desulfovibrio sp. enrichment culture clone Jdgsrb002
NCBITaxon_675918 | Desulfovibrio sp. enrichment culture clone Jdgsrb003
NCBITaxon_675919 | Desulfovibrio sp. enrichment culture clone Jdgsrb004
NCBITaxon_675920 | Desulfovibrio sp. enrichment culture clone Jdgsrb005
NCBITaxon_675921 | Desulfovibrio sp. enrichment culture clone Jdgsrb006
NCBITaxon_675922 | Desulfovibrio sp. enrichment culture clone Jdgsrb007
NCBITaxon_675923 | Desulfovibrio sp. enrichment culture clone Jdgsrb008
NCBITaxon_675924 | Desulfovibrio sp. enrichment culture clone Jdgsrb009
NCBITaxon_675925 | Desulfovibrio sp. enrichment culture clone Jdgsrb010
NCBITaxon_675926 | Desulfovibrio sp. enrichment culture clone Jdgsrb011
NCBITaxon_675927 | Desulfovibrio sp. enrichment culture clone Jdgsrb012
NCBITaxon_675928 | Desulfovibrio sp. enrichment culture clone Jdgsrb013
NCBITaxon_675929 | Desulfovibrio sp. enrichment culture clone Jdgsrb014
NCBITaxon_675930 | Desulfovibrio sp. enrichment culture clone Jdgsrb015
NCBITaxon_675931 | Desulfovibrio sp. enrichment culture clone Jdgsrb016
NCBITaxon_675932 | Desulfovibrio sp. enrichment culture clone Jdgsrb017
NCBITaxon_675933 | Desulfovibrio sp. enrichment culture clone Jdgsrb018
NCBITaxon_675934 | Desulfovibrio sp. enrichment culture clone Jdgsrb019
NCBITaxon_675935 | Desulfovibrio sp. enrichment culture clone Jdgsrb020
NCBITaxon_675936 | Desulfovibrio sp. enrichment culture clone Jdgsrb021
NCBITaxon_675937 | Desulfovibrio sp. enrichment culture clone Jdgsrb022
NCBITaxon_675938 | Desulfovibrio sp. enrichment culture clone Jdgsrb023
NCBITaxon_675939 | Desulfovibrio sp. enrichment culture clone Jdgsrb024
NCBITaxon_675940 | Desulfovibrio sp. enrichment culture clone Jdgsrb025
NCBITaxon_675941 | Desulfovibrio sp. enrichment culture clone Jdgsrb026
NCBITaxon_675942 | Desulfovibrio sp. enrichment culture clone Jdgsrb027
NCBITaxon_675943 | Desulfovibrio sp. enrichment culture clone Jdgsrb028
NCBITaxon_675944 | Desulfovibrio sp. enrichment culture clone Jdgsrb029
NCBITaxon_675945 | Desulfovibrio sp. enrichment culture clone Jdgsrb030
NCBITaxon_675946 | Desulfovibrio sp. enrichment culture clone Jdgsrb032
NCBITaxon_675947 | Desulfovibrio sp. enrichment culture clone Jdgsrb033
NCBITaxon_675948 | Desulfovibrio sp. enrichment culture clone Jdgsrb034
NCBITaxon_675949 | Desulfovibrio sp. enrichment culture clone Jdgsrb035
NCBITaxon_675950 | Desulfovibrio sp. enrichment culture clone Jdgsrb037
NCBITaxon_675951 | Desulfovibrio sp. enrichment culture clone Jdgsrb038
NCBITaxon_675952 | Desulfovibrio sp. enrichment culture clone Jdgsrb039
NCBITaxon_675953 | Desulfovibrio sp. enrichment culture clone Jdgsrb040
NCBITaxon_675954 | Desulfovibrio sp. enrichment culture clone Jdgsrb041
NCBITaxon_675955 | Desulfovibrio sp. enrichment culture clone Jdgsrb042
NCBITaxon_675956 | Desulfovibrio sp. enrichment culture clone Jdgsrb044
NCBITaxon_675957 | Desulfovibrio sp. enrichment culture clone Jdgsrb045
NCBITaxon_675958 | Desulfovibrio sp. enrichment culture clone Jdgsrb046
NCBITaxon_675959 | Desulfovibrio sp. enrichment culture clone Jdgsrb047
NCBITaxon_675960 | Desulfovibrio sp. enrichment culture clone Jdgsrb048
NCBITaxon_675961 | Desulfovibrio sp. enrichment culture clone Jdgsrb049
NCBITaxon_675962 | Desulfovibrio sp. enrichment culture clone Jdgsrb050
NCBITaxon_675963 | Desulfovibrio sp. enrichment culture clone Jdgsrb052
NCBITaxon_675964 | Desulfovibrio sp. enrichment culture clone Jdgsrb053
NCBITaxon_675965 | Desulfovibrio sp. enrichment culture clone Jdgsrb054
